,0,1,sum_variance_01
RDKit,0.28257516358367885,0.12649693859658212,0.40907210218026097
MACCS + RDKit,0.28022632789822893,0.12336524702219459,0.4035915749204235
Morgan (ECFP),0.10035948234759486,0.07978981566484818,0.18014929801244303
