,0,1,sum_variance_01
RDKit,0.2828473141176162,0.13097386704604594,0.4138211811636622
MACCS + RDKit,0.28032224171453207,0.12798207256017652,0.4083043142747086
Morgan (ECFP),0.10704368925234299,0.08392789931487073,0.19097158856721372
